 # tau=  0.15000000596046448      a=   41.6666641     mu=   5373.1988111734390      logL=   1012538.3016410653     
          56   3.62441826       0.00000000    
          57   3.66622353       49.6001167    
          58   3.61719728       13.1999922    
          59   3.50799370       142.398972    
          60   3.36917901       99.9996185    
          61   3.21619105       29.0000381    
          62   3.05127501       31.0000458    
          63   2.87490892       0.00000000    
          64   2.68054485       2.98023224E-08
          65   2.48094106       0.00000000    
          66   2.27440429       36.8000679    
          67   2.04115438       0.00000000    
          68   1.80922103       26.4000282    
          69   1.61749923       0.00000000    
          70   1.49611509       29.8000412    
          71   1.47225428       0.00000000    
          72   1.50084567       34.8000603    
          73   1.52239561       30.6000443    
          74   1.47068572       0.00000000    
          75   1.33676827       27.0000305    
          76   1.18163502       0.00000000    
          77   1.07234037       0.00000000    
          78   1.00201559       29.4000397    
          79  0.932833195       0.00000000    
          80  0.879163742       32.6000519    
          81  0.854834795       25.8000259    
          82  0.822400808       2.60000038    
          83  0.763265908       0.00000000    
          84  0.681128681       19.0000000    
          85  0.609351516       27.6000328    
          86  0.575926304       0.00000000    
          87  0.582810938       31.4000473    
          88  0.633401632       0.00000000    
          89  0.702167094       26.8000298    
          90  0.736799181       28.4000359    
          91  0.725613952       0.00000000    
          92  0.693403840       0.00000000    
          93  0.671289623       30.4000435    
          94  0.683984280       0.00000000    
          95  0.741647482       7.19999743    
          96  0.852704823       28.6000366    
          97  0.995254636       0.00000000    
          98   1.09548461       32.4000511    
          99   1.07953310       0.00000000    
         100  0.948316276       0.00000000    
         101  0.783305049       31.0000458    
         102  0.660060346       0.00000000    
         103  0.569109559       0.00000000    
         104  0.482198685       0.00000000    
         105  0.447249025       32.0000496    
         106  0.544052184       32.4000511    
         107  0.752036870       0.00000000    
         108  0.971385956       0.00000000    
         109   1.12323177       28.6000366    
         110   1.19137383       32.8000526    
         111   1.20624650       0.00000000    
         112   1.17120743       0.00000000    
         113   1.06591833       12.1999931    
         114  0.896424234       26.0000267    
         115  0.718101621       32.6000519    
         116  0.604948223       31.8000488    
         117  0.583988845       0.00000000    
         118  0.632314384       29.8000412    
         119  0.711693227       31.6000481    
         120  0.781115890       30.4000435    
         121  0.809381664       0.00000000    
         122  0.781249404       0.00000000    
         123  0.713426173       31.0000458    
         124  0.645144105       0.00000000    
         125  0.613821924       28.0000343    
         126  0.635028660       18.1999969    
         127  0.688889265       5.79999876    
         128  0.722049594       29.6000404    
         129  0.709146857       32.8000526    
         130  0.666491687       2.98023224E-08
         131  0.615192950       32.8000526    
         132  0.570803463       2.98023224E-08
         133  0.540811300       2.98023224E-08
         134  0.532247186       27.6000328    
         135  0.548123896       2.98023224E-08
         136  0.580394447       28.6000366    
         137  0.620843530       2.98023224E-08
         138  0.659670711       32.8000526    
         139  0.689708829       26.0000267    
         140  0.713306189      0.199999854    
         141  0.741166353       27.4000320    
         142  0.773871541       14.3999910    
         143  0.791955948       16.3999901    
         144  0.773712277      0.199999854    
         145  0.718778014       31.2000465    
         146  0.645180166       23.8000183    
         147  0.580138803      0.199999854    
         148  0.542505741      0.199999854    
         149  0.532438457       33.0000534    
         150  0.545618415       34.0000572    
         151  0.579987049       34.6000595    
         152  0.630323946       5.19999933    
         153  0.681055784       14.5999908    
         154  0.724507213       2.98023224E-08
         155  0.759530127       30.0000420    
         156  0.796331882       26.0000267    
         157  0.854113996      0.199999854    
         158  0.929062605       29.8000412    
         159   1.00279593       9.19999599    
         160   1.05689633       10.7999945    
         161   1.07544887       32.4000511    
         162   1.04897046       15.3999901    
         163  0.980581164       2.98023224E-08
         164  0.882993460       24.0000191    
         165  0.768088639       18.7999992    
         166  0.649631977       22.8000145    
         167  0.542075872       25.8000259    
         168  0.459389329       30.6000443    
         169  0.413643599      0.199999854    
         170  0.406569153       24.6000214    
         171  0.431108654       15.9999895    
         172  0.470878541       2.98023224E-08
         173  0.518473864       12.7999926    
         174  0.571798325       4.99999952    
         175  0.628997684       19.0000000    
         176  0.684830725       2.98023224E-08
         177  0.734633982       1.00000000    
         178  0.773722351       29.4000397    
         179  0.801264942       21.4000092    
         180  0.816347122      0.199999854    
         181  0.817108393       10.3999949    
         182  0.802888930       7.19999743    
         183  0.773931444       2.20000005    
         184  0.735055208       12.7999926    
         185  0.690908194      0.199999854    
         186  0.642966032       10.7999945    
         187  0.593761325       5.99999857    
         188  0.546318889       13.3999920    
         189  0.503497601       28.8000374    
         190  0.469443023       4.59999990    
         191  0.449104905       2.98023224E-08
         192  0.442297399       13.3999920    
         193  0.448721409       24.4000206    
         194  0.467371166       7.19999743    
